Unnamed: 0,product_id,title,authors,original_price,current_price,quantity,category,n_review,avg_rating,manufacturer,discount_percentage,Revenue
891,48752755,Đọc Sách Cộng Hưởng,Watanabe Yasuhiro,75000,46800,1196,Others,166,4.7,Nhà Xuất Bản Lao Động,37.6,55972800
892,177914173,Trái cây đại chiến zombie - Vũ khí bí mật (22 tập lẻ tuỳ chọn),Kim Ba,32000,25600,60,Others,1,5.0,Nhà Xuất Bản Phụ Nữ Việt Nam,20.0,1536000
893,131843989,Bên Kia Đường Có Đứa Dở Hơi (Tái Bản),Wendelin Van Draanen,79000,53000,336,Tiểu Thuyết,44,5.0,Nhà Xuất Bản Phụ Nữ Việt Nam,32.91,17808000
894,94803796,Tương Lai Sau Đại Dịch Covid,Jason Schenker,110000,70001,5422,Lĩnh Vực Khác,880,4.7,Nhà Xuất Bản Thế Giới,36.36,379545422
895,205299813,"Tashiro, Cậu Đúng Thật Là! - Tập 2",Yamada,109000,92200,61,Others,8,5.0,Nhà Xuất Bản Dân Trí,15.41,5624200
896,196932349,Harry Potter Và Thế Giới Phép Thuật Nhiệm Màu,William Irwin,139000,100000,93,Others,12,5.0,Nhà Xuất Bản Thế Giới,28.06,9300000
897,54433518,Combo Sách Học Tiếng Anh Little Stories 1 (5 Cuốn),Stacey Riches,325000,217700,1446,Sách Học Tiếng Anh,418,5.0,Nhà Xuất Bản Đà Nẵng,33.02,314794200
898,195190278,Combo Spy x Family (7 tập),Unknown,175000,175000,293,Others,71,5.0,Nhà Xuất Bản Kim Đồng,0.0,51275000
899,80657321,Cơ Thể Tự Chữa Lành: Phục Hồi Tuyến Giáp,Anthony William,180000,115000,3111,Others,505,5.0,Nhà Xuất Bản Thanh Niên,36.11,357765000
900,101325467,Bộ Truyện Tranh Gieo Hạt Cùng Vĩ Nhân (Tập 1-10),Unknown,150000,150000,1411,Others,204,5.0,Nhà Xuất Bản Thông Tin Và Truyền Thông,0.0,211650000
901,111285050,Ai Lấy Miếng Pho Mát Của Tôi ? (Tái Bản),Spencer Johnson,68000,38700,709,Sách Nghệ Thuật Sống Đẹp,41,5.0,Nhà Xuất Bản Tổng Hợp Tp.Hcm,43.09,27438300
902,58971674,Nghệ Thuật Bán Hàng Của Người Do Thái (Tái Bản 2020),Yaniv Zaid,88000,58000,1519,Sách Marketing - Bán Hàng,173,4.8,Nhà Xuất Bản Tổng Hợp Tp.Hcm,34.09,88102000
903,641872,Người Đàn Bà Trên Cầu Thang,Bernhard Schlinks,68000,57800,35,Tiểu Thuyết,5,4.8,Unknown,15.0,2023000
904,45663835,Lạc Quan Tếu – Irrational Exuberance,Robert J. Shiller,299000,299000,3689,"Sách Tài Chính, Tiền Tệ",512,4.7,Nhà Xuất Bản Thế Giới,0.0,1103011000
905,202031248,Mô Hình Hồi Quy (Tái Bản 2022),Nguyễn Văn Tuấn,150000,89700,47,Sách Kỹ Năng Làm Việc,0,0.0,Nhà Xuất Bản Tổng Hợp Tp.Hcm,40.2,4215900
906,50773990,Triết Lý Kinh Doanh Của Kyocera (Bìa Cứng),Inamori Kazuo,175000,122500,1204,Bài Học Kinh Doanh,132,4.8,Nhà Xuất Bản Công Thương,30.0,147490000
907,193177952,Bản đặc biệt Tổng ôn 30 chuyên đề ngữ pháp tiếng anh cô Trang anh 2023,Unknown,398000,199000,236,Sách Học Tiếng Anh,41,4.8,Nhà Xuất Bản Hồng Đức,50.0,46964000
908,187622581,Sách - Sức Mạnh Của Sự Trầm Lắng - First News,Dr. Joseph Murphy,128000,115200,2802,Others,0,0.0,Nhà Xuất Bản Dân Trí,10.0,322790400
909,201307595,Hôm nay chơi gì với con?,Nguyễn Hữu Hưng (Chủ Biên),300000,285000,59,Sách Giáo Dục,6,5.0,Nhà Xuất Bản Đại Học Quốc Gia Hà Nội,5.0,16815000
910,173156781,Combo Sách Thành thạo Tin học văn phòng,Unknown,308000,260000,365,Others,69,5.0,Nhà Xuất Bản Thanh Niên,15.58,94900000
911,2651041,Bàn Về Văn Minh,Fukuzawa Yukichi,139000,83400,1646,Others,108,5.0,Unknown,40.0,137276400
912,2099189,Khéo Ăn Nói Sẽ Có Được Thiên Hạ (Bìa Cứng),Trác Nhã,125000,100000,336,Sách Kỹ Năng Làm Việc,40,5.0,Nhà Xuất Bản Văn Học,20.0,33600000
913,57767468,Cứ Làm Đi!,Unknown,109000,68000,515,Others,76,4.7,Nhà Xuất Bản Thế Giới,37.61,35020000
914,197990867,Doraemon Movie Story: Nobita Và Viện Bảo Tàng Bảo Bối,Fujiko F Fujio,30000,29000,172,Others,16,5.0,Nhà Xuất Bản Kim Đồng,3.33,4988000
915,58864689,Giải Mã Siêu Trí Nhớ,Mai Tường Vân,139000,139000,8362,Others,2082,4.8,Nhà Xuất Bản Đà Nẵng,0.0,1162318000
916,203937562,Bí Quyết Đọc Sách 2.000 Từ/Phút,Aloha TuấN,286000,286000,42,Sách Kỹ Năng Làm Việc,4,5.0,Nhà Xuất Bản Tổng Hợp Tp.Hcm,0.0,12012000
917,196831939,"Lịch Sử Văn Minh Thế Giới - Phần IV “Thời Đại Đức Tin”, Tập 1: Byzantium Thời Tuyệt Đỉnh Lịch Sử Văn Minh Thế Giới",Will Durant,195000,138450,152,Lịch Sử Thế Giới,17,5.0,Nhà Xuất Bản Khoa Học Xã Hội,29.0,21044400
918,198415080,Shaman King - Tập 18,Hiroyuki Takei,35000,30400,267,Others,28,5.0,Nxb Trẻ,13.14,8116800
919,7369223,Cho Tôi Xin Một Vé Đi Tuổi Thơ (Bìa Mềm) (Tái Bản),Nguyễn Nhật Ánh,80000,57700,19696,Truyện Dài,1597,4.8,Unknown,27.88,1136459200
920,77105810,Nỗi Đau Của Chàng Werther (Bìa Cứng),Johann Wolfgang Von Goethe,85000,65300,1311,Tiểu Thuyết,326,4.8,Nhà Xuất Bản Văn Học,23.18,85608300
921,73434639,Những Tấm Lòng Cao Cả (Bìa Cứng)(Tái Bản 2020),Edmondo De Amicis,110000,76800,1134,Tác Phẩm Kinh Điển,277,4.8,Nhà Xuất Bản Văn Học,30.18,87091200
922,207398344,Bồi Thẩm Cuối Cùng,John Grisham,150000,111000,12,Truyện Trinh Thám,0,0.0,Nxb Trẻ,26.0,1332000
923,207494286,666 Satan Tập 4 [Tặng Kèm Bookmark Nhân Vật],Seishi Kishimoto,30000,30000,20,Others,2,5.0,Nhà Xuất Bản Kim Đồng,0.0,600000
924,116397383,Omoiyari - Nghệ Thuật Đối Nhân Xử Thế Của Người Nhật,Erin Niimi Longhurst,142000,94140,1170,Sách Nghệ Thuật Sống Đẹp,252,5.0,Nhà Xuất Bản Thế Giới,33.7,110143800
925,73207098,Làm Chủ - Mastery,Robert Greene,200000,142500,1469,Others,254,4.8,Nxb Trẻ,28.75,209332500
926,91625816,Trên Đỉnh Phố Wall (Tái bản 2021),John Rothchild,219000,144000,557,Bài Học Kinh Doanh,88,5.0,Nhà Xuất Bản Lao Động,34.25,80208000
927,207494295,Một Chỗ Ở Quầy Bar,Trịnh Nam Trân,84000,64900,21,Tiểu Thuyết,1,5.0,Nhà Xuất Bản Phụ Nữ Việt Nam,22.74,1362900
928,1464015,Ai Sẽ Khóc Khi Bạn Lìa Xa,Robin Sharma,90000,62001,6400,Sách Nghệ Thuật Sống Đẹp,217,4.7,Unknown,31.11,396806400
929,72667834,Sách Ehon - Combo 3 Cuốn Âm Thanh Quanh Bé  - Dành Cho Trẻ Từ 0 - 6 Tuổi,Fuku Mitsu,117000,78300,2550,Truyện Tranh Ehon,401,5.0,Nhà Xuất Bản Lao Động Xã Hội,33.08,199665000
930,109515310,Truyện Cổ Grim 2,Jacob,200000,162000,171,Others,50,4.8,Nhà Xuất Bản Hà Nội,19.0,27702000
931,45321626,Thực Hành Thiền Định,Matthieu Ricard,65000,45500,2091,Others,263,4.8,Nhà Xuất Bản Hà Nội,30.0,95140500
932,39521136,Để Hiệu Quả Trong Công Việc (Tái Bản 2019),Brian Tracy,52000,34300,2114,Sách Kỹ Năng Làm Việc,171,4.8,Unknown,34.04,72510200
933,170706990,Đọc Hiểu Kết Quả Xét Nghiệm Máu  (Tái Bản),James B.Lavalle,239000,160300,210,Others,25,5.0,Nhà Xuất Bản Dân Trí,32.93,33663000
934,190708154,Dragon Quest - Dấu Ấn Roto (Dragon Quest Saga Emblem Of Roto) Perfect Edition Tập 8 [Tặng Kèm Bookmark PVC],Kamui Fujiwara,75000,64001,557,Others,66,5.0,Nhà Xuất Bản Kim Đồng,14.67,35648557
935,207909812,Tạp chí Forbes Việt Nam - Số 112 (Tháng 12.2022) - 100 Công ty nộp thuế lớn nhất,Nhieu Tac Gia,95000,95000,14,Others,0,0.0,Forbes Việt Nam,0.0,1330000
936,67060008,"Phát Triển Trí Tuệ Cảm Xúc - Gấu Ơi, Con Lo Lắng Đến Chừng Nào?",Jayneen Sanders,50000,30000,911,Kiến Thức - Bách Khoa,91,5.0,Nhà Xuất Bản Dân Trí,40.0,27330000
937,199241859,Blue Flag - Tập 4,Kaito,45000,45000,251,Others,31,5.0,Nhà Xuất Bản Kim Đồng,0.0,11295000
938,193896567,Boxset Manga Đứa Con Của Thời Tiết (3 Cuốn) [Tặng Kèm Postcard],Makoto Shinkai,120000,101000,544,Others,154,5.0,Nhà Xuất Bản Kim Đồng,15.83,54944000
939,21031780,Pháo Đài Số ( Tái Bản ),Dan Brown,199000,134000,1759,Truyện Trinh Thám,361,4.7,Unknown,32.66,235706000
940,56226544,Tam Quốc Diễn Nghĩa - 2 Tập (Bìa Cứng - Tái Bản 2020),La Quán Trung,390000,265000,1039,Tác Phẩm Kinh Điển,306,4.8,Nhà Xuất Bản Văn Học,32.05,275335000
941,144203242,9 Lần Khởi Nghiệp - Chuyện Kể Về Những Thất Bại Và Thành Công Của Một Triệu Phú,Nguyễn Phương Nam,199000,149000,2130,Others,284,5.0,Nhà Xuất Bản Thế Giới,25.13,317370000
942,113583126,Ngữ Pháp Tiếng Anh (Tái Bản),Mai Lan Hương,89000,61400,1745,Sách Học Tiếng Anh,306,5.0,Nhà Xuất Bản Đà Nẵng,31.01,107143000
943,194199552,Nghệ Thuật Thiết Lập Truyền Thông (TBL3),Thích Nhất Hạnh,95000,82100,165,Others,8,5.0,Nhà Xuất Bản Thế Giới,13.58,13546500
944,44911503,Lập Kế Hoạch Quản Lý Tài Chính Cá Nhân,Kristy Shen,158000,94800,3207,Sách Kỹ Năng Làm Việc,473,4.7,Unknown,40.0,304023600
945,52329758,1Q84 -Tập 3 (Tái Bản 2020),Haruki Murakami,148000,88800,436,Truyện Giả Tưởng - Huyền Bí - Phiêu Lưu,67,4.7,Nhà Xuất Bản Hội Nhà Văn,40.0,38716800
946,480216,Quấn Quít,Émile Ajar,54000,27000,575,Tiểu Thuyết,9,5.0,Unknown,50.0,15525000
947,186578233,Trúc thư dao 2 (Nước Tấn - Gió nổi cung đình),Văn Giản Tử,219000,131400,215,Others,41,4.8,Nhà Xuất Bản Hà Nội,40.0,28251000
948,3082815,Tự Truyện Benjamin Franklin (Tái Bản),Unknown,109000,70850,239,Tiểu Sử - Hồi Ký,43,5.0,Nhà Xuất Bản Lao Động,35.0,16933150
949,25123732,Combo 48 Nguyên Tắc Chủ Chốt Của Quyền Lực và Nghệ Thuật Quyến Rũ ( Tặng Kèm Sổ Tay Xương Rồng),Robert Greene,415000,356900,311,Others,50,5.0,Unknown,14.0,110995900
950,131876308,Sách Bán Hàng Cảm Xúc,Unknown,199000,199000,382,Sách Marketing - Bán Hàng,54,4.8,Nhà Xuất Bản Thanh Niên,0.0,76018000
951,192115852,Cô Bạn Tôi Thầm Thích Lại Quên Mang Kính Rồi - Tập 1 [Tặng Kèm Standee Ivory],Koume Fujichika,38000,37100,512,Others,121,5.0,Nhà Xuất Bản Kim Đồng,2.37,18995200
952,200628215,Ngược Dòng Tiền Kiếp,Shelley A. Kaehr,189000,133000,63,Others,3,5.0,Nhà Xuất Bản Thanh Niên,29.63,8379000
953,170708227,Con Mình Chẳng Lẽ Lại Vứt,Nhiều Tác Giả,159000,100800,292,Sách Làm Cha Mẹ,19,4.6,Nhà Xuất Bản Thế Giới,36.6,29433600
954,836114,Cái Bóng Của Bí Mật,Kim Jung - Hyuk,108000,43200,324,Tác Phẩm Kinh Điển,13,4.5,Unknown,60.0,13996800
955,198434875,Chàng Metalhead Nhà Bên (Truyện tranh),Mamita,109000,92600,174,Others,52,5.0,Nhà Xuất Bản Lao Động,15.05,16112400
956,58627102,Sổ Tay Nhà Thôi Miên,Cao Minh,145000,106000,5100,Lĩnh Vực Khác,1140,4.7,Nhà Xuất Bản Đà Nẵng,26.9,540600000
957,193151000,"Trend Following – Cách thức để kiếm được VẬN MAY LỚN và GIÀU CÓ trong các thị trường BÒ, GẤU và các sự kiện THIÊN NGA ĐEN",Unknown,599000,599000,572,"Sách Tài Chính, Tiền Tệ",74,4.7,Nhà Xuất Bản Thế Giới,0.0,342628000
958,180396223,Sách 7 Thói Quen Hiệu Quả (The 7 Habits Of Highly Effective People)- Tặng sổ tay,Stephen R. Covey,250000,212500,276,Others,24,5.0,Nhà Xuất Bản Tổng Hợp Tp.Hcm,15.0,58650000
959,170297937,Tâm Lý Học Về Sự Lo Âu,Đổng Tâm Khiết,129000,90001,508,Others,62,5.0,Nhà Xuất Bản Văn Học,30.23,45720508
960,138934617,Tô Màu Phát Triển Trí Não Bộ Cho Bé 1-3 Tuổi - Tập 3,Unknown,16000,9600,204,Tô Màu - Luyện Chữ,22,5.0,Nhà Xuất Bản Dân Trí,40.0,1958400
961,377644,Chờ Đến Mẫu Giáo Thì Đã Muộn,Ibuka Masaru,69000,55100,36933,Sách Làm Cha Mẹ,671,4.7,Nhà Xuất Bản Văn Học,20.14,2035008300
962,194959693,Hàn Quốc Quốc Gia Gây Sững Sờ,Daniel Tudor,225000,152001,101,Bài Học Kinh Doanh,6,4.8,Nhà Xuất Bản Thế Giới,32.44,15352101
963,120219392,Người Thầy (Hồi Ức Của Một Nhà Giáo Mỹ),Frank Mccourt,118000,70800,542,Tiểu Sử - Hồi Ký,78,4.8,Nhà Xuất Bản Hội Nhà Văn,40.0,38373600
964,156224977,Sống Đơn Giản Cho Mình Thanh Thản (Tái Bản),Shunmyo Masuno,85000,59500,302,Others,36,5.0,Nhà Xuất Bản Lao Động,30.0,17969000
965,199039798,Mỹ Vị Hầm Ngục - 4,Kui Ryoko,58000,49200,231,Others,33,5.0,Nhà Xuất Bản Hồng Đức,15.17,11365200
966,198414404,Cô Bạn Tôi Thầm Thích Lại Quên Mang Kính Rồi -  Tập 5,Unknown,38000,38000,282,Others,44,5.0,Nhà Xuất Bản Kim Đồng,0.0,10716000
967,197344442,Những Đứa Con Rải Rác Trên Đường (Bản Đặc Biệt),Hồ Anh Thái,330000,230001,28,Truyện Ngắn - Tản Văn - Tạp Văn,5,5.0,Nxb Trẻ,30.3,6440028
968,203875661,( Khóa Học ) IELTS Fighter Target 6.5 Speaking,Unknown,0,0,56,Sách Học Tiếng Anh,0,0.0,Nhà Xuất Bản Thế Giới,0.0,0
969,192908778,Tokyo Revengers - Tập 3,Ken Wakui,115000,84001,1834,Others,397,5.0,Nhà Xuất Bản Hà Nội,26.96,154057834
970,177569697,Perfect Ielts Vocabulary (Tái Bản),William Jang,259000,165000,164,Sách Học Tiếng Anh,20,5.0,Nhà Xuất Bản Dân Trí,36.29,27060000
971,17961776,Danh Gia Cổ Vật - Kỳ Án Đầu Phật,Mã Bá Dung,150000,142500,69,Truyện Giả Tưởng - Huyền Bí - Phiêu Lưu,24,5.0,Unknown,5.0,9832500
972,192474352,Vẻ Đẹp Của Sự Vừa Đủ,Rachel Wilkerson Miller,136000,97800,181,Sách Nghệ Thuật Sống Đẹp,20,5.0,Nhà Xuất Bản Dân Trí,28.09,17701800
973,5743605,Thiện Xạ Tartarin,Alphonse Daudet,66000,35001,273,Tiểu Thuyết,11,4.5,Unknown,46.97,9555273
974,195545322,Khi Bạn Đang Mơ Thì Người Khác Đang Nỗ Lực,Vĩ Nhân,136000,95000,207,Others,30,5.0,Nhà Xuất Bản Văn Học,30.15,19665000
975,33758313,Những con đường tơ lụa,Peter Frankopan,490000,385000,1577,Lịch Sử Thế Giới,239,5.0,Unknown,21.43,607145000
976,162832796,Rilla Dưới Mái Nhà Bên Ánh Lửa,Lucy Maud Montgomery,200000,120000,534,Tác Phẩm Kinh Điển,99,5.0,Nhà Xuất Bản Hội Nhà Văn,40.0,64080000
977,171212880,Ikigai – Đi Tìm Lý Do Thức Dậy Mỗi Sáng,Francesc Miralles,89000,62300,481,Others,66,4.8,Nhà Xuất Bản Công Thương,30.0,29966300
978,192697068,Sách Bước Ra Thế Giới: Cẩm Nang Du Học Và Săn Học Bổng,Nhóm Tác Giả Spiderum,299000,280000,236,Others,19,4.8,Nhà Xuất Bản Thế Giới,6.35,66080000
979,113530800,Vụ Án,Franz Kafka,98000,79000,359,Truyện Trinh Thám,68,4.7,Nhà Xuất Bản Văn Học,19.39,28361000
980,200877613,Nhân Duyên Mèo Định,Melinda Metz,198000,126000,91,Truyện Ngắn - Tản Văn - Tạp Văn,10,5.0,Nhà Xuất Bản Dân Trí,36.36,11466000
981,179952621,Hành Trình Tarot (Tái Bản 2022),Tada Project,149000,104001,736,Sách Chiêm Tinh - Horoscope,134,5.0,Nhà Xuất Bản Thế Giới,30.2,76544736
982,63473605,"Ho’Oponopono: Sống Như Người Hawaii – Chấp Nhận, Biết Ơn Và Tha Thứ",Carole Berger,109000,76300,4663,Sách Nghệ Thuật Sống Đẹp,742,5.0,Nhà Xuất Bản Công Thương,30.0,355786900
983,197344455,Ikigami - The Ultimate Limit - Tuyển Tập Những Câu Chuyện Lay Động Lòng Người - Tập 9,Motoro Mase,45000,39100,440,Others,35,5.0,Nxb Trẻ,13.11,17204000
984,196849396,"Gửi Em, Người Bất Tử - Tập 3 (Tái Bản 2022)",Yoshitoki Oima,30000,23900,239,Others,34,5.0,Nxb Trẻ,20.33,5712100
985,5413743,Mind Map Vocabulary - Học Từ Vựng Tiếng Anh Bằng Sơ Đồ Tư Duy (Kèm file MP3),Language Publishing Editorial,320000,221900,3309,Sách Học Tiếng Anh,363,4.7,Nhà Xuất Bản Tổng Hợp Tp.Hcm,30.66,734267100
986,176909246,Bí Quyết Bấm Huyệt Chữa Bệnh,Katsusuke Serizawa,178000,117400,284,Others,37,4.8,Nhà Xuất Bản Tổng Hợp Tp.Hcm,34.04,33341600
987,182458780,Thiền Tập Cho Người Bận Rộn (Tbl12),Thích Nhất Hạnh,89000,60000,204,Others,17,5.0,Nhà Xuất Bản Hồng Đức,32.58,12240000
988,167210781,Cậu Bé Mặc Váy,David Walliams,98000,77100,351,Truyện Ngắn - Tản Văn - Tạp Văn,54,5.0,Nhà Xuất Bản Hà Nội,21.33,27062100
989,171651791,Thay Đổi Câu Hỏi Thay Đổi Cuộc Đời (Tái Bản),Tiến Sỹ Marilee Adams,85000,62900,82,Others,6,4.7,Nhà Xuất Bản Lao Động,26.0,5157800
990,203757838,666 Satan - Tập 2,Seishi Kishimoto,30000,29100,87,Others,5,5.0,Nhà Xuất Bản Kim Đồng,3.0,2531700
991,186290792,Bồ Câu Không Đưa Thư (Tái Bản 2022),Nguyễn Nhật Ánh,38000,27200,181,Truyện Ngắn - Tản Văn - Tạp Văn,21,4.8,Nxb Trẻ,28.42,4923200
992,174444186,Luận Về Yêu,Alain De Botton,96000,75100,166,Truyện Ngắn - Tản Văn - Tạp Văn,18,5.0,Nhà Xuất Bản Thế Giới,21.77,12466600
993,19948893,Chạm Tay Hóa Vàng (Tái Bản),Donald J.Trump,105000,76200,2953,Others,302,5.0,Unknown,27.43,225018600
994,171057415,Cẩm nang hướng dẫn tự học tiếng Thái – trình độ sơ cấp – trung cấp,Tuấn Kiệt,120000,120000,462,Others,91,5.0,Nhà Xuất Bản Thanh Niên,0.0,55440000
995,4086213,Kẻ Giấu Mặt,Nicholas Sparks,165000,82500,728,Tiểu Thuyết,43,4.8,Unknown,50.0,60060000
996,72742662,Sa Môn Không Hải Thết Yến Bầy Quỷ Đại Đường Tập 4,Yumemakura Baku,140000,84000,840,Truyện Giả Tưởng - Huyền Bí - Phiêu Lưu,218,4.8,Nhà Xuất Bản Hà Nội,40.0,70560000
997,201296288,Ayurveda Phương Pháp Y Thuật Cổ Truyền Ấn Độ Hơn 5000 Tuổi,Vasant Lad,229000,160300,41,Others,1,5.0,Nhà Xuất Bản Thế Giới,30.0,6572300
998,107802188,Bí Mật Tư Duy Triệu Phú (Tái Bản),T.Harv Eker,108000,71200,1701,Others,273,5.0,Nhà Xuất Bản Phụ Nữ Việt Nam,34.07,121111200
999,31375299,Ăn Xanh Để Khỏe,Norman W.Walker,85000,59500,3009,Others,258,4.8,Unknown,30.0,179035500
1000,33543715,Những Kẻ Bày Mưu,Kim Un Su,148000,59200,219,Truyện Trinh Thám,19,4.7,Unknown,60.0,12964800
1001,10392851,Tôi Thấy Hoa Vàng Trên Cỏ Xanh,Nguyễn Nhật Ánh,125000,86001,6647,Tác Phẩm Kinh Điển,824,5.0,Unknown,31.2,571648647
1002,2903309,Khéo Ăn Nói Sẽ Có Được Thiên Hạ ( Tái Bản ),Trác Nhã,130000,94000,785,Sách Kỹ Năng Làm Việc,82,4.8,Nhà Xuất Bản Văn Học,27.69,73790000
1003,205694539,Canis Dear Mr.Rain,Zakk,115000,92000,50,Others,5,4.5,Nhà Xuất Bản Dân Trí,20.0,4600000
1004,203865322,[Boxset Manga] Thần Chết Làm Thêm 300 Yên/Giờ (Tập 1+2+3),Fujimaru,333000,244000,69,Others,12,4.2,Nhà Xuất Bản Thế Giới,26.73,16836000
1005,51613367,Hạnh Ngộ Trong Bóng Tối,Otsuichi,108000,54000,830,Tiểu Thuyết,141,4.7,Nhà Xuất Bản Hà Nội,50.0,44820000
1006,656342,Thần Thoại Hy Lạp (Trọn Bộ 2 Tập),Nguyễn Hoàng Anh,219000,109300,2657,Tác Phẩm Kinh Điển,627,4.7,Unknown,50.09,290410100
1007,93249197,22 Quy Luật Bất Biến Trong Marketing,Jack Trout,78000,44400,598,Sách Marketing - Bán Hàng,56,4.6,Nhà Xuất Bản Tổng Hợp Tp.Hcm,43.08,26551200
1008,100958464,Hỏi Đáp Từ Trái Tim (Tái Bản),Thich Nhất Hạnh,149000,104300,453,Sách Nghệ Thuật Sống Đẹp,66,5.0,Nhà Xuất Bản Lao Động,30.0,47247900
1009,105231736,How To Crack The Ielts Writing Test - Vol. 1 (Tái Bản),Đặng Trần Tùng,319000,200970,333,Sách Học Tiếng Anh,47,5.0,Nhà Xuất Bản Thế Giới,37.0,66923010
1010,195801645,Thực Học Của Inamori Kazuo: Quản Trị Và Kế Toán,Inamori Kazuo,95000,69500,202,Bài Học Kinh Doanh,9,5.0,Nxb Trẻ,26.84,14039000
1011,16440471,Hành Lý Hư Vô,Nguyễn Ngọc Tư,95000,63400,8308,Truyện Ngắn - Tản Văn - Tạp Văn,425,4.8,Unknown,33.26,526727200
1012,87391039,Thuật Yêu Đương (Tái Bản),Nguyễn Duy Cần,120000,84001,1098,Sách Giáo Dục,172,5.0,Nxb Trẻ,30.0,92233098
1013,184466858,Tâm Lý Học - Những Thí Nghiệm Não Bộ Chưa Được Tiết Lộ,Adam Hart-Davis,125000,87001,400,Others,57,5.0,Nhà Xuất Bản Thanh Niên,30.4,34800400
1014,195980676,Phượng Hoàng Tái Sinh - 12 Phẩm Chất Quan Trọng Để Bứt Phá Sự Nghiệp Và Cuộc Sống,Unknown,152000,98800,2,Others,0,0.0,Nhà Xuất Bản Hồng Đức,35.0,197600
1015,188930498,Người Bà Tài Giỏi Vùng Saga – Tập 6,Yoshichi Shimada,52000,45000,365,Others,42,4.8,Nhà Xuất Bản Phụ Nữ,13.46,16425000
1016,74277389,Combo 4 Cuốn: Bộ Tuyển Tập Truyện Hay Dành Cho Thiếu Nhi (Tái Bản),William J. Bennett,192000,126700,535,Văn Học Thiếu Nhi,103,4.8,Nhà Xuất Bản Tổng Hợp Tp.Hcm,34.01,67784500
1017,201048333,Yu-Gi-Oh! GX - Tập 2: Cuộc Gặp Gỡ Định Mệnh!!,Kazuki Takahashi,30000,29900,181,Others,24,5.0,Nhà Xuất Bản Kim Đồng,0.33,5411900
1018,13624086,Mô Hình Xoắn Động Gien Tinh Thần Hay Sự Thật Về Tâm Lý Con Người,Vũ Phi Yên,99000,72400,1730,Others,114,4.8,Unknown,26.87,125252000
1019,201431424,Birdmen - Tập 10,Yellow Tanabe,30000,30000,155,Others,13,5.0,Nhà Xuất Bản Kim Đồng,0.0,4650000
1020,199240640,Vua Sáng Chế - Tập 19,Tatsuki Nohda,20000,19000,230,Others,20,5.0,Nhà Xuất Bản Kim Đồng,5.0,4370000
1021,193590152,Méthode Rose - Phương pháp hồng 1 - Năm thứ nhất với đàn piano - Giáo trình dạy piano nổi tiếng của  Pháp,Ernest Van De Velde,150000,91001,171,Others,22,5.0,Nhà Xuất Bản Dân Trí,39.33,15561171
1022,49066799,Hồi Ức Là Cuộn Băng Tua Ngược,Hyun-Wook Park,112000,44800,146,Tiểu Thuyết,13,4.8,Nhà Xuất Bản Hà Nội,60.0,6540800
1023,193211309,Chuông Gió (Tập 2),Vĩ Ngư,174000,129000,345,Others,58,5.0,Nhà Xuất Bản Thanh Niên,25.86,44505000
1024,92993878,Truyện đọc cho bé trước giờ đi ngủ,Mai Hương,98000,63700,246,Truyện Kể Cho Bé,22,5.0,Nhà Xuất Bản Phụ Nữ Việt Nam,35.0,15670200
1025,187190676,Black Jack - Tập 11,Osamu Tezuka,30000,26100,791,Others,83,5.0,Nxb Trẻ,13.0,20645100
1026,197588251,Tô Màu Phát Triển Não Bộ Cho Bé 1-5 Tuổi Tập 7,Phạm Ngọc Điệp,16000,9600,43,Tô Màu - Luyện Chữ,3,5.0,Nhà Xuất Bản Dân Trí,40.0,412800
1027,52785566,Fỉnh Fờ Lũ Ngốc – Kinh Tế Học Thao Túng Và Bịp Bợm -  Phishing For Phools,George A. Akerlof,160000,96000,2267,Sách Kinh Tế Học,295,4.7,Nhà Xuất Bản Dân Trí,40.0,217632000
1028,204771686,Bé tô màu - Rau củ,Kim Thủy,15000,11900,24,Tô Màu - Luyện Chữ,1,5.0,Nhà Xuất Bản Mỹ Thuật,20.67,285600
1029,176824204,Tinh Hoa Kinh Tế Học (Tái Bản),Paul Krugman,555000,456000,370,Sách Kinh Tế Học,71,4.8,Nhà Xuất Bản Tổng Hợp Tp.Hcm,17.84,168720000
1030,10397239,Chiến Lược Dữ Liệu,Bernard Marr,158000,104200,1616,Sách Kỹ Năng Làm Việc,140,4.7,Unknown,34.05,168387200
1031,161903410,Năng Lượng Tinh Thể (Phương Pháp Thiền Định Và Chữa Lành Bằng Năng Lượng Từ Đá Tự Nhiên),Karen Frazier,189000,113400,395,Kiến Thức Bách Khoa,52,5.0,Nhà Xuất Bản Thanh Niên,40.0,44793000
1032,197117227,Thao Túng Ký Ức,Tiến Sĩ Julia Shaw,179000,116000,84,Others,3,4.7,Nhà Xuất Bản Công Thương,35.2,9744000
1033,102411866, The Having Tư Duy Thịnh Vượng,Suh Yoon Lee,149000,110000,983,Others,222,5.0,Nhà Xuất Bản Thanh Niên,26.17,108130000
1034,170463582,Siêu Nhí Biết Tuốt - 101 Bí Ẩn Kích Thích Tò Mò Của Các Bạn Nhỏ,Unknown,199998,125000,710,Kiến Thức - Bách Khoa,90,5.0,Nhà Xuất Bản Hà Nội,37.5,88750000
1035,51215567,Đồng Tiền Hạnh Phúc,Ken Honda,95000,71100,2918,Others,323,5.0,Nhà Xuất Bản Đại Học Kinh Tế Quốc Dân,25.16,207469800
